portland_mundane	A bearded man in a gray hoodie and jeans leans forward with a focused expression in a dimly lit audio control room beside a black office chair, next to a mixing console, two computer monitors showing audio waveforms, an orange desk lamp, headphones, a coffee mug, and scattered papers. 
one	A bearded Black man in a dark jacket stands in close-up in the foreground of a barren, cracked reddish-brown landscape scattered with rows of glowing red-orange circular craters under a starry night sky. 
on_three_setup	A middle-aged Black man with short hair and a beard, wearing a green jacket over a gray shirt, stands in close-up in a barren rocky landscape at night beneath a starry sky, his face lit by the red glow of a glowing lava fissure behind him as he looks right with a serious expression. 
line_hole17	Four adults—a bearded man in an olive jacket, a woman in a black t-shirt with arms crossed, a man with glasses holding a satchel, and a man in a hoodie—stand around a large circular hole with glowing red cracks on a vast barren cracked plain under a starry Milky Way night sky. 
two	A close-up portrait of a Black man with short black hair and a trimmed beard wearing a brown jacket over a gray t-shirt, standing in a dimly lit industrial interior with green concrete walls, exposed pipes, a wire-mesh ceiling with dripping water, and red lighting, looking slightly to his right with a tense, serious expression. 
three_step	From inside a dark circular earthen pit at night, a bearded man in a green jacket and a black-haired woman with a bob haircut grip the rough rim and peer downward against a star-filled red nebula sky. 
falling	A vertical bundle of thin, bright red fibers hangs suspended against a solid black void, with numerous fine curly tendrils unraveling and spiraling outward from the central strand. 
mother_life	In a warmly lit living room with yellow curtains, floral wallpaper, and a piano in the background, a man in a gray hoodie stands watching a woman seated on a floral-patterned couch as she holds a violin and bow across her lap. 
jen_life	A woman with reddish-brown hair in a peach top and khaki pants stands outside the open red door of a small cinder-block building on a vast cracked desert plain, while a man in a dark hoodie stands behind her in the doorway, both looking toward the empty horizon. 
marcus_sarah_david_lives	In a decaying concrete room with peeling walls and a single hanging bulb, Marcus, Sarah, and David stand together in shock amid a dense collage of overlapping photographs of children and families covering the walls, as David reaches out to touch the images. 
then_not	A small, intensely bright point of light with a faint red halo glows at the center of a completely featureless black void. 
expand_erase	A middle-aged woman in a gray t-shirt stands in an industrial warehouse space, hand raised to her head with a startled expression, looking up at a large black backdrop covered in a glowing golden branching neural network pattern radiating from a bright central orb. 
aftermath_empty	A vast cracked white salt flat stretches under a dark overcast sky with distant mountains, where a large metallic circular ring with red-brown staining rests empty and abandoned on the ground with no people or other objects present. 
pattern_thread_cut	Against a solid black void, multiple parallel glowing red fibrous threads stretch horizontally, several of them severed with bright white star-like bursts, sparks, frayed torn ends, and thin wisps of dark smoke at the cuts. 
elena_burden	A tattooed woman with short dark hair sits cross-legged on cracked desert earth before a large smoking sinkhole crater, clutching her abdomen amid overturned white metal chairs and scattered debris in a barren flat landscape at dusk. 
iris_drained	A silver-haired woman in a black dress holds a brown suitcase on a vast snowy plain dotted with dark holes rimmed in crimson, while a group of people in coats stand motionless with their backs turned in the distance under a pink-tinged overcast sky. 
alex_gone	A pair of brown leather shoes rests on cracked, parched earth beside a circular hole glowing red from within under a starry night sky, with no people visible. 
section_break_V	A pair of worn brown boots stands at the rim of a large circular black hole with glowing red-stained edges, set in a vast cracked white salt flat desert under a pink-red twilight sky with no people visible. 
venn_witness	A dark-haired woman in a blue denim shirt and brown strap peers upward with a concerned expression while emerging from a red-glowing circular hole in cracked, layered barren earth at night, framed by a dark vignette. 
next_alignment	Three women walk forward together on a quiet, empty street at dusk past rundown buildings and a red neon "MOTEL" sign, the left in a green top with a shoulder bag, the center in a blue denim shirt, and the right with white hair in a black top carrying a large brown suitcase. 
transform_not_die	A tattooed woman with short black hair and a dark tank top lies on cracked barren ground under a starry night sky, arms outstretched, face streaked with tears and lit by red glow from a glowing fissure in the earth behind her. 
get_rest	Three women carrying suitcases stand on the empty main street of a rundown small town at dusk, with a dark-haired woman in a blue shirt and shoulder bag on the left, a blonde woman in a long black dress holding a brown suitcase in the center, and a short-haired tattooed woman with arms crossed holding another suitcase on the right. 
walk_silence	In a barren, cracked-earth desert at night under a starry sky, a woman with dark hair in a ponytail and a blue denim shirt with a brown strap over her shoulder looks upward with a fearful, distressed expression. 
hope_sacrifice	An aerial twilight view of a small decaying rural town bisected by a brightly glowing crimson-red river, featuring scattered houses, a prominent white church with steeple and cross, a silo, empty streets, and a distant sprawling city skyline on the horizon with no people visible. 
sacrifice_scale	A nighttime orbital view of Earth shows its curved dark surface covered in a dense web of glowing yellow nodes connected by intricate red lines forming a global network, set against black space. 
edge_town_lookback	A woman in a blue denim shirt and dark jeans with a brown leather shoulder bag stands on cracked concrete beside a weathered brick building and glances back over her shoulder across a vast empty desert under a dark red sky with a low glowing horizon light. 
holes_wait	A vast, cracked gray plain stretches under a starry night sky with the Milky Way, scattered with multiple dark circular holes whose rims glow bright red. 
something_stirs	A barren expanse of cracked white ground stretches under a dark starry sky, with a large glowing red-orange chasm emitting intense light from a jagged fissure on the right. 
pattern_work	In a dimly lit sparse room at night, an empty wooden desk holds an open notebook of dense handwritten notation under the warm glow of a yellow desk lamp, with a ceramic mug containing pencils, a wooden chair, a dark window, corkboard with hooks, and a metal cabinet visible. 
starfield_civilizations	Deep space vista of a luminous Milky Way band and dense starfield with three irregular black circular voids edged in glowing red. 
crimson_falls_night	A deserted small-town street at night in Crimson Falls features wooden two-story storefront buildings with glowing red-lit windows including a cafe with red booths and chalkboards, a parked pickup truck, wooden boardwalks, hanging wind chimes, red streetlamps, and an empty cracked asphalt road under a dark sky with no people present. 
hole17_quiet	A circular concrete-rimmed hole filled with solid black void sits centered in cracked, barren sandy ground at dusk, emitting a red glow from beneath its rim across the dry earth and sparse grass with no people present. 
recruitment_future	From space above the curved dark surface of Earth, a young woman on the left, a man in the center, and an older woman on the right lie sprawled and motionless, bound by thick glowing red vein-like tendrils radiating outward from a central luminous red mass on the ground, with tiny dark figures attached to some strands against a backdrop of stars and red nebula. 
venn_hope_lie	In a dimly lit concrete-block hallway, a woman with dark hair in a ponytail wearing a blue shirt and brown satchel stands with her back to the viewer at the threshold of an open red door, looking into a room packed with a dense tangle of red pipes and industrial machinery. 
void_cosmic	In a featureless black void, a large, torn ring of thick, veiny red-purple organic flesh with bulbous textures surrounds a smaller concentric inner ring, with viscous tendrils trailing from its right side. 
